stringency_index,new_deaths,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,day,month,year,new_cases_classes
61.57,97.0,-20.857,16.429,6.714,-5.143,-10.714,-16.429,18,2,2021,13.0
61.57,101.0,-21.0,16.286,6.714,-5.0,-10.571,-16.571,19,2,2021,13.0
61.57,90.0,-21.0,16.286,6.714,-4.714,-10.571,-15.429,20,2,2021,14.0
61.57,83.0,-21.714,16.0,6.857,-5.0,-11.0,-15.429,21,2,2021,14.0
61.57,78.0,-22.0,15.714,6.857,-5.143,-11.286,-15.0,22,2,2021,10.0
61.57,104.0,-22.143,16.0,7.0,-5.286,-11.857,-14.0,23,2,2021,13.0
63.43,138.0,-22.0,16.143,7.143,-5.286,-11.857,-13.571,24,2,2021,16.0
63.43,120.0,-22.0,16.286,7.143,-5.286,-11.714,-13.429,25,2,2021,16.0
63.43,113.0,-22.0,16.286,7.143,-5.286,-11.714,-13.286,26,2,2021,16.0
63.43,113.0,-22.143,16.286,7.286,-5.571,-11.714,-14.0,27,2,2021,16.0
63.43,106.0,-22.143,16.429,7.286,-5.714,-11.714,-13.429,28,2,2021,15.0
63.43,91.0,-22.0,17.0,7.286,-5.714,-11.571,-13.143,3,1,2021,12.0
63.43,98.0,-22.0,17.286,7.286,-5.714,-11.571,-13.0,3,2,2021,14.0
63.43,89.0,-21.857,17.857,7.286,-5.571,-11.429,-12.857,3,3,2021,17.0
63.43,113.0,-21.714,18.286,7.286,-5.571,-11.286,-12.571,3,4,2021,16.0
63.43,108.0,-21.429,18.857,7.286,-5.429,-11.143,-12.286,3,5,2021,18.0
63.43,100.0,-21.143,19.429,7.143,-5.143,-11.143,-11.286,3,6,2021,18.0
63.43,97.0,-20.857,19.857,7.286,-5.143,-11.0,-11.429,3,7,2021,18.0
63.43,77.0,-20.571,20.0,7.429,-5.0,-10.857,-11.429,3,8,2021,15.0
57.87,133.0,-20.286,20.286,7.429,-4.857,-10.714,-11.286,3,9,2021,17.0
57.87,126.0,-20.143,20.714,7.286,-4.571,-10.429,-11.286,3,10,2021,22.0
57.87,117.0,-20.286,20.429,7.714,-5.143,-9.571,-13.714,3,11,2021,23.0
57.87,140.0,-20.429,20.143,7.714,-5.143,-9.571,-13.857,3,12,2021,24.0
57.87,161.0,-20.571,19.857,8.0,-5.429,-9.429,-14.857,13,3,2021,25.0
57.87,118.0,-20.714,19.714,8.0,-5.286,-9.571,-14.857,14,3,2021,26.0
57.87,131.0,-20.857,19.571,8.0,-5.143,-9.429,-15.0,15,3,2021,24.0
57.87,188.0,-21.143,19.143,8.0,-5.286,-9.571,-15.143,16,3,2021,28.0
57.87,172.0,-21.429,18.571,8.143,-5.714,-10.0,-14.857,17,3,2021,35.0
57.87,154.0,-21.429,18.714,7.857,-5.143,-10.857,-12.286,18,3,2021,39.0
57.87,188.0,-21.429,19.143,8.0,-5.143,-10.857,-11.714,19,3,2021,40.0
57.87,197.0,-21.429,19.286,7.857,-4.857,-11.0,-10.429,20,3,2021,43.0
57.87,212.0,-21.714,19.143,8.0,-5.143,-11.286,-10.286,21,3,2021,46.0
57.87,199.0,-21.857,19.286,8.143,-5.429,-11.571,-9.857,22,3,2021,40.0
57.87,275.0,-21.714,19.571,8.286,-5.429,-11.571,-9.571,23,3,2021,47.0
57.87,251.0,-21.429,19.857,8.429,-5.286,-11.429,-9.714,24,3,2021,53.0
57.87,257.0,-21.0,20.429,8.429,-5.0,-11.429,-9.714,25,3,2021,59.0
57.87,291.0,-21.0,20.571,8.571,-5.0,-11.429,-10.143,26,3,2021,62.0
57.87,312.0,-20.857,21.429,8.571,-4.714,-11.429,-11.0,27,3,2021,62.0
57.87,291.0,-21.714,20.857,8.857,-5.714,-12.286,-11.714,28,3,2021,68.0
57.87,271.0,-24.571,15.714,10.571,-9.571,-14.0,-18.0,29,3,2021,56.0
57.87,354.0,-25.286,14.857,10.714,-10.286,-14.571,-19.429,30,3,2021,53.0
57.87,459.0,-25.714,14.429,10.714,-10.714,-14.857,-20.0,31,3,2021,72.0
57.87,469.0,-26.143,14.0,10.857,-11.286,-15.0,-20.714,4,1,2021,81.0
57.87,714.0,-26.286,14.0,11.286,-12.143,-15.0,-23.0,4,2,2021,89.0
74.54,513.0,-26.714,13.429,11.429,-12.857,-15.143,-22.857,4,3,2021,93.0
74.54,478.0,-26.429,13.714,11.286,-12.429,-14.857,-22.571,4,4,2021,103.0
69.91,446.0,-23.714,19.143,9.714,-8.857,-13.286,-17.143,4,5,2021,96.0
69.91,630.0,-24.0,19.714,9.857,-8.857,-13.0,-17.286,4,6,2021,115.0
69.91,685.0,-24.429,19.857,10.143,-9.143,-13.286,-17.571,4,7,2021,126.0
69.91,780.0,-25.0,19.857,10.429,-9.571,-13.714,-17.714,4,8,2021,131.0
69.91,794.0,-25.286,19.857,10.286,-9.429,-14.286,-16.0,4,9,2021,145.0
69.91,839.0,-26.857,17.714,11.143,-11.571,-15.857,-18.143,4,10,2021,152.0
69.91,904.0,-28.0,16.429,11.714,-13.286,-17.286,-19.0,4,11,2021,168.0
69.91,879.0,-28.429,17.0,12.0,-13.857,-17.857,-19.429,4,12,2021,161.0
69.91,1027.0,-28.714,17.0,12.714,-14.714,-18.714,-20.857,13,4,2021,184.0
69.91,1038.0,-30.0,15.857,13.571,-16.286,-19.571,-23.857,14,4,2021,200.0
69.91,1185.0,-31.286,14.143,14.0,-17.857,-20.857,-25.143,15,4,2021,217.0
69.91,1341.0,-33.0,12.286,14.571,-19.429,-22.286,-26.286,16,4,2021,234.0
69.91,1501.0,-34.429,10.857,15.143,-20.714,-23.714,-26.714,17,4,2021,261.0
69.91,1619.0,-36.714,7.857,15.857,-22.714,-25.714,-28.714,18,4,2021,273.0
73.61,1761.0,-38.429,5.714,16.571,-24.286,-27.286,-29.857,19,4,2021,259.0
73.61,2023.0,-40.143,3.714,17.0,-25.857,-29.0,-29.857,20,4,2021,295.0
73.61,2104.0,-41.571,1.714,17.571,-27.429,-30.714,-30.143,21,4,2021,314.0
73.61,2263.0,-43.0,0.286,18.143,-28.857,-32.0,-31.286,22,4,2021,332.0
73.61,2624.0,-44.429,-1.143,18.714,-30.429,-33.143,-32.857,23,4,2021,346.0
73.61,2767.0,-46.429,-3.714,19.429,-32.143,-34.571,-35.286,24,4,2021,349.0
73.61,2812.0,-48.571,-6.286,20.143,-34.429,-36.0,-37.0,25,4,2021,352.0
73.61,2771.0,-49.857,-7.857,20.571,-36.0,-37.0,-38.429,26,4,2021,323.0
73.61,3293.0,-50.857,-8.857,20.857,-36.857,-37.571,-39.286,27,4,2021,360.0
73.61,3645.0,-52.0,-10.0,21.0,-37.857,-38.143,-39.429,28,4,2021,379.0
73.61,3498.0,-53.143,-11.429,21.571,-39.0,-38.857,-40.571,29,4,2021,386.0
73.61,3523.0,-53.857,-12.143,21.857,-39.714,-39.286,-41.429,30,4,2021,401.0
73.61,3689.0,-54.571,-13.0,22.286,-40.571,-39.857,-43.0,5,1,2021,392.0
73.61,3417.0,-54.857,-13.429,22.286,-41.143,-40.286,-43.429,5,2,2021,368.0
73.61,3449.0,-56.143,-15.571,22.714,-42.286,-41.286,-44.429,5,3,2021,357.0
73.61,3780.0,-57.286,-17.143,23.143,-43.429,-42.0,-45.429,5,4,2021,382.0
73.61,3980.0,-58.286,-18.714,23.429,-44.286,-42.714,-46.286,5,5,2021,412.0
73.61,3915.0,-59.429,-20.286,23.714,-45.286,-43.429,-47.0,5,6,2021,414.0
73.61,4187.0,-60.857,-22.286,24.143,-46.571,-44.143,-47.714,5,7,2021,401.0
73.61,4077.0,-60.857,-22.0,24.0,-46.571,-44.0,-46.714,5,8,2021,403.0
73.61,3769.0,-60.143,-20.714,23.714,-45.571,-43.571,-45.714,5,9,2021,366.0
81.94,3876.0,-61.429,-22.429,24.286,-47.0,-44.143,-46.429,5,10,2021,329.0
81.94,4205.0,-62.286,-23.714,24.571,-48.143,-44.714,-47.0,5,11,2021,348.0
81.94,4120.0,-63.0,-24.286,24.857,-49.0,-44.857,-47.571,5,12,2021,362.0
81.94,4000.0,-63.286,-24.286,25.0,-49.429,-44.714,-48.286,13,5,2021,343.0
81.94,3890.0,-63.857,-25.429,25.429,-50.286,-44.857,-50.0,14,5,2021,326.0
81.94,4077.0,-64.429,-26.143,25.429,-50.857,-44.857,-50.429,15,5,2021,311.0
81.94,4106.0,-65.286,-27.571,25.714,-52.0,-45.143,-51.143,16,5,2021,281.0
81.94,4329.0,-65.429,-28.0,25.571,-52.143,-45.0,-51.143,17,5,2021,263.0
81.94,4529.0,-65.714,-28.857,25.571,-52.571,-45.0,-51.429,18,5,2021,267.0
81.94,3874.0,-65.714,-29.571,25.571,-52.857,-45.143,-51.286,19,5,2021,276.0
81.94,4209.0,-65.857,-30.286,25.571,-53.286,-45.143,-50.857,20,5,2021,259.0
81.94,4194.0,-65.429,-29.714,25.286,-53.0,-44.857,-49.286,21,5,2021,257.0
81.94,3741.0,-65.0,-29.286,25.286,-52.714,-44.714,-48.714,22,5,2021,240.0
81.94,4454.0,-64.0,-27.286,24.857,-51.143,-44.0,-47.571,23,5,2021,222.0
81.94,3511.0,-63.429,-26.571,24.714,-50.571,-43.429,-47.0,24,5,2021,196.0
81.94,4157.0,-62.857,-26.0,24.571,-50.0,-42.857,-46.286,25,5,2021,208.0
81.94,3847.0,-62.571,-25.857,24.571,-49.857,-42.286,-46.429,26,5,2021,211.0
81.94,3660.0,-62.143,-25.429,24.429,-49.429,-41.857,-46.0,27,5,2021,186.0
81.94,3617.0,-61.714,-25.0,24.143,-49.143,-41.0,-45.429,28,5,2021,173.0
81.94,3460.0,-61.286,-24.429,23.714,-48.714,-40.0,-44.571,29,5,2021,165.0
81.94,3128.0,-61.143,-24.714,23.714,-49.0,-39.143,-44.286,30,5,2021,152.0
81.94,2795.0,-60.143,-23.429,23.286,-48.286,-38.0,-43.429,31,5,2021,127.0
